text,labels
Countries With High Rates Of Childhood Vaccinations Are Hardest Hit With Coronavirus,1
“World Bank website shows COVID-19 testing kits purchased by countries in 2017 and in 2018”,1
"""[T]hey don't even have a test kit [for COVID-19]. A test kit to determine whether or not someone has the disease.""",1
Parents cannot visit COVID-19 infected children in hospitals in Canada,1
Joe Biden's COVID-19 relief plan penalizes single parents,1
Most affected countries by COVID-19 are along the same 40-degree North latitude,1
Those who have had COVID-19 have natural immunity against the disease and do not need a vaccine. No one should be vaccinated without first testing for COVID-19 antibodies.,1
Singapore has become the first country in the world to perform an autopsy on a Covid victim. It found that Covid is not caused by a virus but bacteria and hence changed their treatment protocol.,1
"SM-102, an ingredient in the COVID-19 vaccine from Moderna, is not meant for ""human or veterinary use.""",1
Coronil is 100% cure for COVID-19,1
World Bank website shows COVID-19 testing kits purchased by countries in 2017,1
"The spike protein generated by a Covid-19 vaccine can leave the site of injection and enter the bloodstream, which could possibly be causing deaths and vaccine injuries.",1
Recovered Sri Lankan coronavirus patient from Puttlam violates health instructions and wanders in village,1
Details of three Coronavirus positive cases reported in Kothapet (Hyderabad),1
Australian hospitals issued a warning over petrol pumps’ role in COVID-19 spread,1
Image shows a 1500-bed COVID facility in Lucknow,1
"Coronavirus case numbers are so high because anyone who walks into hospital - be it with a broken leg or bullet wound - is ""written up as Covid positive"".",1
Coronavirus Test Requires Swab To Be Inserted Clear Through Nasal Passage,1
"President Joe Biden once said he was about to ""swoop down with Special Forces"" and ""gather up every gun in America,"" and now his administration is advertising giving out guns to people who get vaccinated for COVID-19.",1
Ethiopian Airlines plane full of people infected with COVID-19 lands at Addis Ababa airport,1
"In January 2021, Chinese health officials detected the coronavirus in ice cream produced in Tianjin.",1
"Health workers at the Manila COVID-19 Field Hospital have threatened to stage a ""medical lockdown"" over low salaries and inadequate benefits.",1
"A photograph shows a person holding a protest sign claiming that the number of characters in ""Barack Hussein Obama"" add up to the ""19"" in COVID-19.",1
This video shows Italian doctors who contracted COVID-19 whilst treating patients?,1
Pictures and reports of “empty hospitals” prove COVID-19 spread is “fake crisis for real government planned agendas.”,1
Ticketmaster is planning a mandatory Covid-19 vaccine verification policy for concert attendance.,1
COVID-19 vaccine is a systematic plan to kill Africans.,1
Graphic shows data of COVID-19 vaccine deaths and injuries released by the European Medicines Agency (EMA).,1
Coronavirus was found in mutton,1
Face masks without VFE label cannot be used for protection against Covid-19,1
"Testing for Covid-19 can return a positive result due to a cold or flu, or having received the flu vaccine in the past",1
The drug ivermectin has been proven to be effective against Covid-19,1
About 500 lions have been released on the streets of Russia to stop people going out during the coronavirus pandemic.,1
"The Covid-19 spike protein which the Pfizer vaccine causes an immune response against also trains the body to attack syncytin-1, a protein in the placenta, which could lead to infertility in women.",1
COVID 19 is a bacteria can be treated by antibiotics,1
COVID-19 vaccines are not effective against the delta variant.,1
Infection-induced immunity is “by far the more robust immunity that one can have against COVID-19”,1
The CEO of Pfizer has not taken his own COVID-19 vaccine.,1
“Every fourth American is against taking anti-COVID-19 vaccine.”,1
"""America will be the first country -- perhaps the only one"" -- to administer 100 million doses of the COVID-19 vaccines.",1
Woman inside a Reliance store in Delhi's Rani Bagh attempting to spread coronavirus,1
Doctors in the Philippines may prescribe ivermectin to COVID-19 patients.,1
Internet Sensation Anahita Hashemzadeh Is Suffering From COVID-19,1
Covid-19 patient tests are fixed in advance,1
A map from Johns Hopkins University that shows the spread of COVID-19 contains malware.,1
This text message shows the government is monitoring people leaving the house during coronavirus lockdown.,1
People mass sneezing in Nizamuddin to spread coronavirus,1
"European database figures show causal links between Covid-19 vaccination and adverse events, including death",1
"Photo shows Helen Blythe and her son, who died after COVID-19 vaccination.",1
Covid vaccination appointments can be booked through WhatsApp,1
Thyrocare labs are sealed in Thane over false-positive COVID19 testing,1
"People who were undergoing chemotherapy have been told that they should not receive vaccines, and should stay away from people who had received vaccines, and now because of Covid-19 this has all changed.",1
The anti-tuberculosis Bacillus Calmette-Guérin (BCG) vaccine protects people against coronavirus infection.,1
40 passengers of Air India Express plane crash at Kozhikode tested positive for coronavirus,1
Says truck drivers are being turned away from fast-food restaurants during the COVID-19 pandemic.,1
Photograph of people filling the streets of Paris was taken during protests against Covid-19 regulations on 17 July 2021.,1
Video of COVID victims piled up at Gandhi Hospital,1
Ram Mandir trust chief testing positive for COVID-19,1
"The COVID-19 vaccine is “shedding” from person to person. As a result, unvaccinated people who are in close proximity to vaccinated people are having changes in their period or miscarriages.",1
"U.S. President Donald Trump mocked his political opponent Joe Biden for vowing to ""listen to the scientists"" in regards to the COVID-19 pandemic.",1
Australians unvaccinated against COVID-19 will have their bank accounts frozen,1
Covid-19 has a survival rate of 99.8%.,1
New York COVID-19 death rate 200 times higher than world's largest 10 cities,1
Protest rallies held in June and July contributed to the upsurge of COVID-19 cases in the Philippines.,1
"COVID vaccine has killed almost 2,000 and those over 60 should be watched for 20 days.",1
The newest Israeli data on COVID-19 infections indicate a complete vaccine failure on every level. The data from Israel shows that nearly all serious cases and deaths are among the vaccinated.,1
Rapper Playboi Carti predicted COVID-19 in a 2018 song,1
A photograph shows protesters displaying an anti-Semitic sign during a COVID-19 lockdown protest.,1
"As of July 2020, the New Zealand Defence Force are allowed to enter homes and remove people in response to COVID-19",1
"""Joe Biden’s Covid-19 taskforce member recommends withholding food stamps and rent assistance from those who refuse coronavirus vaccines.""",1
Virus-removing card can prevent COVID-19 infection,1
"The Covid-19 vaccines have been authorised on an emergency licence, because they are still in clinical trials.",1
"Video of a person who committed suicide after getting infected with coronavirus in New York, USA",1
"Germany halts all COVID-19 vaccines, says they are unsafe & no longer recommended.",1
Booster COVID-19 vaccine doses can “shut down the immune response”; heart damage following vaccination is “quite frequent”; “many of these [SARS-CoV-2] mutations are being driven by the evolutionary selection caused by the vaccines”,1
Amitabh Bachchan recorded a video message for doctors of Nanavati hospital after he was hospitalised post testing COVID positive,1
Video shows North Korean TV announcing execution of Covid-19 patient,1
"Photos of House Speaker Nancy Pelosi getting the first dose of the COVID-19 vaccine show that the doctor never removed the orange cap from the syringe, so she never actually received the shot.",1
Praying at a Muslim shrine can cure Covid-19,1
"""I didn’t say one way or the other"" that Chinese President Xi Jinping was doing a good job handling the new coronavirus.",1
COVID-19 is not new and old textbook lists its treatment,1
Girl receiving COVID-19 vaccine shot in viral video is Putin's daughter,1
"If an employer mandates COVID-19 vaccination, don't quit. ""Make them fire you. That way, you get unemployment benefits.""",1
"“It is about some groundless accusations. In fact, this Russophobic obsession could be expected to fade under the current situation, but it doesn’t seem to be fading,""",1
Post claims Bill Gates call for withdrawal of COVID-19 vaccines,1
